ID,Full_Name,Genus,Species,Genus_species,NC
549,"Himantolophus cornifer Bertelsen & Krefft, 1988 ",Himantolophus,cornifer,Himantolophus cornifer,Present
550,"Cryptopsaras couesii Gill, 1883 ",Cryptopsaras,couesii,Cryptopsaras couesii,Present
551,"Gigantactis vanhoeffeni Brauer, 1902 ",Gigantactis,vanhoeffeni,Gigantactis vanhoeffeni,Present
552,"Haplophryne mollis (Brauer, 1902) ",Haplophryne,mollis,Haplophryne mollis,Present
553,Linophryne sp ,Linophryne,sp,Linophryne sp,Present
554,"Cestraeus goldiei (Macleay, 1883) ",Cestraeus,goldiei,Cestraeus goldiei,Present
555,"Cestraeus oxyrhyncus Valenciennes in Cuvier & Valenciennes, 1836 ",Cestraeus,oxyrhyncus,Cestraeus oxyrhyncus,Present
556,"Cestraeus plicatilis Valenciennes in Cuvier & Valenciennes, 1836 ",Cestraeus,plicatilis,Cestraeus plicatilis,Present
557,"Chelon macrolepis (Smith, 1846) ",Chelon,macrolepis,Chelon macrolepis,Present
558,"Chelon melinopterus (Valenciennes in Cuvier & Valenciennes, 1836) ",Chelon,melinopterus,Chelon melinopterus,Present
559,"Chelon planiceps (Valenciennes in Cuvier & Valenciennes, 1836) ",Chelon,planiceps,Chelon planiceps,Present
560,"Chelon subviridis (Valenciennes in Cuvier & Valenciennes, 1836) ",Chelon,subviridis,Chelon subviridis,Present
561,"Crenimugil crenilabis (Forsskål in Niebuhr, 1775) ",Crenimugil,crenilabis,Crenimugil crenilabis,Present
562,"Crenimugil heterocheilos (Bleeker, 1855) ",Crenimugil,heterocheilos,Crenimugil heterocheilos,Present
563,"Ellochelon vaigiensis (Quoy & Gaimard, 1825) ",Ellochelon,vaigiensis,Ellochelon vaigiensis,Present
564,"Moolgarda buchanani (Bleeker, 1854) ",Moolgarda,buchanani,Moolgarda buchanani,Present
565,"Moolgarda cunnesius (Valenciennes in Cuvier & Valenciennes, 1836) ",Moolgarda,cunnesius,Moolgarda cunnesius,Present
566,"Moolgarda engeli (Bleeker, 1858-1859)",Moolgarda,engeli,Moolgarda engeli,Present
567,"Moolgarda seheli (Forsskål in Niebuhr, 1775) ",Moolgarda,seheli,Moolgarda seheli,Present
568,"Mugil cephalus Linnaeus, 1758 ",Mugil,cephalus,Mugil cephalus,Present
569,"Neomyxus leuciscus (Günther, 1871) ",Neomyxus,leuciscus,Neomyxus leuciscus,Present
570,"Oedalechilus labiosus (Valenciennes in Cuvier & Valenciennes, 1836) ",Oedalechilus,labiosus,Oedalechilus labiosus,Present
571,"Atherion elymus Jordan & Starks, 1901 ",Atherion,elymus,Atherion elymus,Present
572,"Atherinomorus duodecimalis (Valenciennes in Cuvier & Valenciennes, 1835) ",Atherinomorus,duodecimalis,Atherinomorus duodecimalis,Present
573,"Atherinomorus lacunosus (Bloch & Schneider [ex Forster], 1801) ",Atherinomorus,lacunosus,Atherinomorus lacunosus,Present
574,"Bleheratherina pierucciae Aarn & Ivantsoff, 2009 ",Bleheratherina,pierucciae,Bleheratherina pierucciae,Endemic
575,"Hypoatherina barnesi Schultz in Schultz, Herald, Lachner, Welander & Woods, 1953 ",Hypoatherina,barnesi,Hypoatherina barnesi,Present
576,"Hypoatherina ovalaua (Herre, 1935) ",Hypoatherina,ovalaua,Hypoatherina ovalaua,Present
577,"Hypoatherina temminckii (Bleeker, 1853) ",Hypoatherina,temminckii,Hypoatherina temminckii,Present
578,"Stenatherina panatela (Jordan & Richardson, 1908) ",Stenatherina,panatela,Stenatherina panatela,Present
579,"Cheilopogon atrisignis (Jenkins, 1903) ",Cheilopogon,atrisignis,Cheilopogon atrisignis,Present
580,"Cheilopogon dorsomacula (Fowler, 1944) ",Cheilopogon,dorsomacula,Cheilopogon dorsomacula,Present
581,"Cheilopogon furcatus (Mitchill, 1815) ",Cheilopogon,furcatus,Cheilopogon furcatus,Present
582,"Cheilopogon rapanouiensis Parin, 1961 ",Cheilopogon,rapanouiensis,Cheilopogon rapanouiensis,Present
583,"Cheilopogon spilonotopterus (Bleeker, 1865) ",Cheilopogon,spilonotopterus,Cheilopogon spilonotopterus,Present
584,"Cheilopogon spilopterus (Valenciennes in Cuvier & Valenciennes, 1847) ",Cheilopogon,spilopterus,Cheilopogon spilopterus,Present
585,"Cheilopogon suttoni (Whitley & Colefax, 1938) ",Cheilopogon,suttoni,Cheilopogon suttoni,Present
586,"Cheilopogon unicolor (Valenciennes in Cuvier & Valenciennes, 1847) ",Cheilopogon,unicolor,Cheilopogon unicolor,Present
587,"Cypselurus angusticeps Nichols & Breder, 1935 ",Cypselurus,angusticeps,Cypselurus angusticeps,Present
588,"Cypselurus hexazona (Bleeker, 1853) ",Cypselurus,hexazona,Cypselurus hexazona,Present
589,"Cypselurus naresii (Günther, 1889) ",Cypselurus,naresii,Cypselurus naresii,Present
590,"Cypselurus oligolepis (Bleeker, 1865) ",Cypselurus,oligolepis,Cypselurus oligolepis,Present
591,"Cypselurus poecilopterus (Valenciennes in Cuvier & Valenciennes, 1847) ",Cypselurus,poecilopterus,Cypselurus poecilopterus,Present
592,"Exocoetus obtusirostris Günther, 1866 ",Exocoetus,obtusirostris,Exocoetus obtusirostris,Present
593,"Exocoetus volitans Linnaeus, 1758 ",Exocoetus,volitans,Exocoetus volitans,Present
594,"Hirundichthys speculiger (Valenciennes in Cuvier & Valenciennes, 1847) ",Hirundichthys,speculiger,Hirundichthys speculiger,Present
595,"Parexocoetus brachypterus (Solander in Richardson, 1846) ",Parexocoetus,brachypterus,Parexocoetus brachypterus,Present
596,"Euleptorhamphus viridis (Hasselt [ex Russell], 1823) ",Euleptorhamphus,viridis,Euleptorhamphus viridis,Present
597,"Hemiramphus bruuni Parin, Collette & Shcherbachev, 1980 ",Hemiramphus,bruuni,Hemiramphus bruuni,Present
598,"Hemiramphus far (Forsskål in Niebuhr, 1775) ",Hemiramphus,far,Hemiramphus far,Present
599,"Hyporhamphus affinis (Günther, 1866) ",Hyporhamphus,affinis,Hyporhamphus affinis,Present
600,"Hyporhamphus dussumieri (Valenciennes in Cuvier & Valenciennes, 1847) ",Hyporhamphus,dussumieri,Hyporhamphus dussumieri,Present
601,"Zenarchopterus dispar (Valenciennes in Cuvier & Valenciennes, 1847) ",Zenarchopterus,dispar,Zenarchopterus dispar,Present
602,"Ablennes hians (Valenciennes in Cuvier & Valenciennes, 1846) ",Ablennes,hians,Ablennes hians,Present
603,"Platybelone platyura (Bennett, 1832) ",Platybelone,platyura,Platybelone platyura,Present
604,"Strongylura incisa (Valenciennes in Cuvier & Valenciennes, 1846) ",Strongylura,incisa,Strongylura incisa,Present
605,"Strongylura leiura (Bleeker, 1850) ",Strongylura,leiura,Strongylura leiura,Present
606,"Strongylura urvillii (Valenciennes in Cuvier & Valenciennes, 1846) ",Strongylura,urvillii,Strongylura urvillii,Present
607,"Tylosurus crocodilus (Péron & LeSueur in LeSueur, 1821) ",Tylosurus,crocodilus,Tylosurus crocodilus,Present
608,"Tylosurus imperialis (Rafinesque-Schmaltz, 1810) ",Tylosurus,imperialis,Tylosurus imperialis,Present
609,"Poecilia reticulata Peters, 1859 ",Poecilia,reticulata,Poecilia reticulata,Introduced
610,"Xiphophorus hellerii Heckel, 1848 ",Xiphophorus,hellerii,Xiphophorus hellerii,Introduced
611,"Melamphaes danae Ebeling, 1962 ",Melamphaes,danae,Melamphaes danae,Present
612,"Melamphaes eulepis Ebeling, 1962 ",Melamphaes,eulepis,Melamphaes eulepis,Present
613,"Melamphaes indicus Ebeling, 1962 ",Melamphaes,indicus,Melamphaes indicus,Present
614,"Melamphaes janae Ebeling, 1962 ",Melamphaes,janae,Melamphaes janae,Present
615,"Melamphaes polylepis Ebeling, 1962 ",Melamphaes,polylepis,Melamphaes polylepis,Present
616,"Poromitra capito Goode & Bean, 1883 ",Poromitra,capito,Poromitra capito,Present
617,"Poromitra megalops (Lütken, 1878) ",Poromitra,megalops,Poromitra megalops,Present
618,"Scopeloberyx opisthopterus (Parr, 1933) ",Scopeloberyx,opisthopterus,Scopeloberyx opisthopterus,Present
619,"Scopeloberyx robustus (Günther, 1887) ",Scopeloberyx,robustus,Scopeloberyx robustus,Present
620,"Scopelogadus mizolepis (Günther, 1878) ",Scopelogadus,mizolepis,Scopelogadus mizolepis,Present
621,"Rondeletia loricata Abe & Hotta, 1963 ",Rondeletia,loricata,Rondeletia loricata,Present
622,"Barbourisia rufa Parr, 1945 ",Barbourisia,rufa,Barbourisia rufa,Present
623,"Cetostoma regani Zugmayer, 1914 ",Cetostoma,regani,Cetostoma regani,Present
624,"Danacetichthys galathenus Paxton, 1989 ",Danacetichthys,galathenus,Danacetichthys galathenus,Present
625,"Gyrinomimus bruuni Rofen, 1959 ",Gyrinomimus,bruuni,Gyrinomimus bruuni,Present
626,"Anoplogaster cornuta (Valenciennes in Cuvier & Valenciennes, 1833) ",Anoplogaster,cornuta,Anoplogaster cornuta,Present
627,"Diretmus argenteus Johnson, 1864 ",Diretmus,argenteus,Diretmus argenteus,Present
628,"Anomalops katoptron (Bleeker, 1856) ",Anomalops,katoptron,Anomalops katoptron,Present
629,"Photoblepharon palpebratum (Boddaert, 1781) ",Photoblepharon,palpebratum,Photoblepharon palpebratum,Present
630,"Monocentris japonica (Houttuyn, 1782) ",Monocentris,japonica,Monocentris japonica,Present
631,"Gephyroberyx darwinii (Johnson, 1866) ",Gephyroberyx,darwinii,Gephyroberyx darwinii,Present
632,"Hoplostethus atlanticus Collett, 1889 ",Hoplostethus,atlanticus,Hoplostethus atlanticus,Present
633,"Optivus agastos Gomon, 2004 ",Optivus,agastos,Optivus agastos,Present
634,"Paratrachichthys trailli (Hutton, 1875) ",Paratrachichthys,trailli,Paratrachichthys trailli,Present
635,"Parinoberyx horridus Kotlyar, 1984 ",Parinoberyx,horridus,Parinoberyx horridus,Endemic
636,"Beryx decadactylus Cuvier in Cuvier & Valenciennes, 1829 ",Beryx,decadactylus,Beryx decadactylus,Present
637,"Beryx mollis Abe, 1959 ",Beryx,mollis,Beryx mollis,Present
638,"Beryx splendens Lowe, 1834 ",Beryx,splendens,Beryx splendens,Present
639,"Centroberyx affinis (Günther, 1859) ",Centroberyx,affinis,Centroberyx affinis,Present
640,"Centroberyx druzhinini (Busakhin, 1981) ",Centroberyx,druzhinini,Centroberyx druzhinini,Present
641,"Myripristis adusta Bleeker, 1853 ",Myripristis,adusta,Myripristis adusta,Present
642,"Myripristis berndti Jordan & Evermann, 1903 ",Myripristis,berndti,Myripristis berndti,Present
643,"Myripristis botche Cuvier, 1829 ",Myripristis,botche,Myripristis botche,Present
644,"Myripristis hexagona (Lacepède, 1802) ",Myripristis,hexagona,Myripristis hexagona,Present
645,"Myripristis kuntee Valenciennes in Cuvier & Valenciennes, 1831 ",Myripristis,kuntee,Myripristis kuntee,Present
646,"Myripristis murdjan (Forsskål in Niebuhr, 1775) ",Myripristis,murdjan,Myripristis murdjan,Present
647,"Myripristis pralinia Cuvier in Cuvier & Valenciennes, 1829 ",Myripristis,pralinia,Myripristis pralinia,Present
648,"Myripristis violacea Bleeker, 1851 ",Myripristis,violacea,Myripristis violacea,Present
649,"Myripristis vittata Valenciennes in Cuvier & Valenciennes, 1831 ",Myripristis,vittata,Myripristis vittata,Present
650,"Myripristis woodsi Greenfield, 1974 ",Myripristis,woodsi,Myripristis woodsi,Present
651,"Neoniphon argenteus (Valenciennes in Cuvier & Valenciennes, 1831) ",Neoniphon,argenteus,Neoniphon argenteus,Present
652,"Neoniphon opercularis (Valenciennes in Cuvier & Valenciennes, 1831) ",Neoniphon,opercularis,Neoniphon opercularis,Present
653,"Neoniphon sammara (Forsskål in Niebuhr, 1775) ",Neoniphon,sammara,Neoniphon sammara,Present
654,"Ostichthys hypsipterygion Randall, Shimizu & Yamakawa, 1982 ",Ostichthys,hypsipterygion,Ostichthys hypsipterygion,Present
655,"Ostichthys japonicus (Cuvier in Cuvier & Valenciennes, 1829) ",Ostichthys,japonicus,Ostichthys japonicus,Present
656,"Ostichthys kaianus (Günther, 1880) ",Ostichthys,kaianus,Ostichthys kaianus,Present
657,"Plectrypops lima (Valenciennes in Cuvier & Valenciennes, 1831) ",Plectrypops,lima,Plectrypops lima,Present
658,"Sargocentron caudimaculatum (Rüppell, 1838) ",Sargocentron,caudimaculatum,Sargocentron caudimaculatum,Present
659,"Sargocentron cornutum (Bleeker, 1853) ",Sargocentron,cornutum,Sargocentron cornutum,Present
660,"Sargocentron diadema (Lacepède [ex Commerson], 1802) ",Sargocentron,diadema,Sargocentron diadema,Present
661,"Sargocentron ensifer (Jordan & Evermann, 1903) ",Sargocentron,ensifer,Sargocentron ensifer,Present
662,"Sargocentron iota Randall, 1998 ",Sargocentron,iota,Sargocentron iota,Present
663,"Sargocentron lepros (Allen & Cross, 1983) ",Sargocentron,lepros,Sargocentron lepros,Present
664,"Sargocentron melanospilos (Bleeker, 1858) ",Sargocentron,melanospilos,Sargocentron melanospilos,Present
665,"Sargocentron microstoma (Günther, 1859) ",Sargocentron,microstoma,Sargocentron microstoma,Present
666,"Sargocentron praslin (Lacepède, 1802) ",Sargocentron,praslin,Sargocentron praslin,Present
667,"Sargocentron punctatissimum (Cuvier in Cuvier & Valenciennes, 1829) ",Sargocentron,punctatissimum,Sargocentron punctatissimum,Present
668,"Sargocentron rubrum (Forsskål in Niebuhr, 1775) ",Sargocentron,rubrum,Sargocentron rubrum,Present
669,"Sargocentron spiniferum (Forsskål in Niebuhr, 1775) ",Sargocentron,spiniferum,Sargocentron spiniferum,Present
670,"Sargocentron tiere (Cuvier in Cuvier & Valenciennes, 1829) ",Sargocentron,tiere,Sargocentron tiere,Present
671,"Sargocentron violaceum (Bleeker, 1853) ",Sargocentron,violaceum,Sargocentron violaceum,Present
672,"Cyttopsis rosea (Lowe, 1843) ",Cyttopsis,rosea,Cyttopsis rosea,Present
673,"Parazen pacificus Kamohara, 1935 ",Parazen,pacificus,Parazen pacificus,Present
674,"Cyttomimus affinis Weber, 1913 ",Cyttomimus,affinis,Cyttomimus affinis,Present
675,"Cyttomimus stelgis Gilbert, 1905 ",Cyttomimus,stelgis,Cyttomimus stelgis,Present
676,"Zenion longipinnis Kotthaus, 1970 ",Zenion,longipinnis,Zenion longipinnis,Present
677,"Grammicolepis brachiusculus Poey, 1873 ",Grammicolepis,brachiusculus,Grammicolepis brachiusculus,Present
678,"Macrurocyttus acanthopodus Fowler, 1934 ",Macrurocyttus,acanthopodus,Macrurocyttus acanthopodus,Present
679,"Xenolepidichthys dalgleishi Gilchrist, 1922 ",Xenolepidichthys,dalgleishi,Xenolepidichthys dalgleishi,Present
680,"Zenopsis nebulosa (Temminck & Schlegel, 1845) ",Zenopsis,nebulosa,Zenopsis nebulosa,Present
681,"Eurypegasus draconis (Linné, 1766) ",Eurypegasus,draconis,Eurypegasus draconis,Present
682,"Solenostomus cyanopterus Bleeker, 1854 ",Solenostomus,cyanopterus,Solenostomus cyanopterus,Present
683,"Solenostomus paradoxus (Pallas, 1770) ",Solenostomus,paradoxus,Solenostomus paradoxus,Present
684,"Acentronura breviperula Fraser-Brunner & Whitley, 1949 ",Acentronura,breviperula,Acentronura breviperula,Present
685,Corythoichthys sp ,Corythoichthys,sp,Corythoichthys sp,Present
686,"Corythoichthys conspicillatus (Jenyns, 1842) ",Corythoichthys,conspicillatus,Corythoichthys conspicillatus,Present
687,"Corythoichthys haematopterus (Bleeker, 1851) ",Corythoichthys,haematopterus,Corythoichthys haematopterus,Present
688,"Corythoichthys intestinalis (Ramsay, 1881) ",Corythoichthys,intestinalis,Corythoichthys intestinalis,Present
689,"Corythoichthys nigripectus Herald in Schultz, Herald, Lachner, Welander & Woods, 1953 ",Corythoichthys,nigripectus,Corythoichthys nigripectus,Present
690,"Corythoichthys ocellatus Herald in Schultz, Herald, Lachner, Welander & Woods, 1953 ",Corythoichthys,ocellatus,Corythoichthys ocellatus,Present
691,"Corythoichthys paxtoni Dawson, 1977 ",Corythoichthys,paxtoni,Corythoichthys paxtoni,Present
692,"Corythoichthys schultzi Herald in Schultz, Herald, Lachner, Welander & Woods, 1953 ",Corythoichthys,schultzi,Corythoichthys schultzi,Present
693,"Cosmocampus banneri (Herald & Randall, 1972) ",Cosmocampus,banneri,Cosmocampus banneri,Present
694,"Doryrhamphus melanopleura (Bleeker, 1858) ",Doryrhamphus,melanopleura,Doryrhamphus melanopleura,Present
695,"Dunckerocampus chapmani (Herald in Schultz, Herald, Lachner, Welander & Woods, 1953) ",Dunckerocampus,chapmani,Dunckerocampus chapmani,Endemic
696,"Dunckerocampus dactyliophorus (Bleeker, 1853) ",Dunckerocampus,dactyliophorus,Dunckerocampus dactyliophorus,Present
697,"Festucalex kulbickii Fricke, 2004 ",Festucalex,kulbickii,Festucalex kulbickii,Endemic
698,"Festucalex wassi Dawson, 1977 ",Festucalex,wassi,Festucalex wassi,Present
699,"Halicampus boothae (Whitley, 1964) ",Halicampus,boothae,Halicampus boothae,Present
700,"Halicampus brocki (Herald in Schultz, Herald, Lachner, Welander & Woods, 1953) ",Halicampus,brocki,Halicampus brocki,Present
701,"Halicampus dunckeri (Chabanaud, 1929) ",Halicampus,dunckeri,Halicampus dunckeri,Present
702,"Halicampus mataafae (Jordan & Seale, 1906) ",Halicampus,mataafae,Halicampus mataafae,Present
703,"Halicampus nitidus (Günther, 1873) ",Halicampus,nitidus,Halicampus nitidus,Present
704,"Halicampus spinirostris (Dawson & Allen, 1981) ",Halicampus,spinirostris,Halicampus spinirostris,Present
705,"Hippichthys spicifer (Rüppell, 1838) ",Hippichthys,spicifer,Hippichthys spicifer,Present
706,"Hippocampus bargibanti Whitley, 1970 ",Hippocampus,bargibanti,Hippocampus bargibanti,Present
707,"Hippocampus curvicuspis Fricke, 2004 ",Hippocampus,curvicuspis,Hippocampus curvicuspis,Endemic
708,"Hippocampus pusillus Fricke, 2004 ",Hippocampus,pusillus,Hippocampus pusillus,Endemic
709,"Hippocampus semispinosus Kuiter, 2001 ",Hippocampus,semispinosus,Hippocampus semispinosus,Present
710,"Hippocampus taeniopterus Bleeker, 1852 ",Hippocampus,taeniopterus,Hippocampus taeniopterus,Present
711,"Micrognathus brevicorpus Fricke, 2004 ",Micrognathus,brevicorpus,Micrognathus brevicorpus,Present
712,"Micrognathus micronotopterus (Fowler, 1938) ",Micrognathus,micronotopterus,Micrognathus micronotopterus,Present
713,"Micrognathus natans Dawson, 1982 ",Micrognathus,natans,Micrognathus natans,Present
714,"Micrognathus pygmaeus Fritzsche, 1981 ",Micrognathus,pygmaeus,Micrognathus pygmaeus,Present
715,"Microphis argulus (Peters, 1855) ",Microphis,argulus,Microphis argulus,Present
716,"Microphis brachyurus (Bleeker, 1853) ",Microphis,brachyurus,Microphis brachyurus,Present
717,"Microphis brevidorsalis (Beaufort, 1913) ",Microphis,brevidorsalis,Microphis brevidorsalis,Present
718,"Microphis cruentus Dawson & Fourmanoir, 1981 ",Microphis,cruentus,Microphis cruentus,Endemic
719,"Microphis leiaspis (Bleeker, 1853) ",Microphis,leiaspis,Microphis leiaspis,Present
720,"Microphis retzii (Bleeker, 1856) ",Microphis,retzii,Microphis retzii,Present
721,"Phoxocampus belcheri (Kaup, 1856) ",Phoxocampus,belcheri,Phoxocampus belcheri,Present
722,"Phoxocampus diacanthus (Schultz, 1943) ",Phoxocampus,diacanthus,Phoxocampus diacanthus,Present
723,"Siokunichthys herrei Herald in Schultz, Herald, Lachner, Welander & Woods, 1953 ",Siokunichthys,herrei,Siokunichthys herrei,Present
724,"Siokunichthys striatus Fricke, 2004 ",Siokunichthys,striatus,Siokunichthys striatus,Present
725,"Syngnathoides biaculeatus (Bloch, 1785) ",Syngnathoides,biaculeatus,Syngnathoides biaculeatus,Present
726,"Trachyrhamphus bicoarctatus (Bleeker, 1857) ",Trachyrhamphus,bicoarctatus,Trachyrhamphus bicoarctatus,Present
727,"Aulostomus chinensis (Linné, 1766) ",Aulostomus,chinensis,Aulostomus chinensis,Present
728,"Fistularia commersonii Rüppell, 1838 ",Fistularia,commersonii,Fistularia commersonii,Present
729,"Fistularia petimba Lacepède, 1803 ",Fistularia,petimba,Fistularia petimba,Present
730,"Macroramphosus scolopax (Linnaeus, 1758) ",Macroramphosus,scolopax,Macroramphosus scolopax,Present
731,"Notopogon xenosoma Regan, 1914 ",Notopogon,xenosoma,Notopogon xenosoma,Present
732,"Aeoliscus strigatus (Günther, 1861) ",Aeoliscus,strigatus,Aeoliscus strigatus,Present
733,"Dactyloptena orientalis (Cuvier, 1829) ",Dactyloptena,orientalis,Dactyloptena orientalis,Present
734,"Caracanthus maculatus (Gray, 1831) ",Caracanthus,maculatus,Caracanthus maculatus,Present
735,"Caracanthus unipinna (Gray, 1831) ",Caracanthus,unipinna,Caracanthus unipinna,Present
736,"Dendrochirus bellus (Jordan & Hubbs, 1925) ",Dendrochirus,bellus,Dendrochirus bellus,Present
737,"Dendrochirus biocellatus (Fowler, 1938) ",Dendrochirus,biocellatus,Dendrochirus biocellatus,Present
738,"Dendrochirus brachypterus (Cuvier in Cuvier & Valenciennes, 1829) ",Dendrochirus,brachypterus,Dendrochirus brachypterus,Present
739,"Dendrochirus zebra (Cuvier in Cuvier & Valenciennes, 1829) ",Dendrochirus,zebra,Dendrochirus zebra,Present
740,"Iracundus signifer Jordan & Evermann, 1903 ",Iracundus,signifer,Iracundus signifer,Present
741,"Neomerinthe megalepis (Fowler, 1938) ",Neomerinthe,megalepis,Neomerinthe megalepis,Present
742,"Neomerinthe rotunda Chen, 1981 ",Neomerinthe,rotunda,Neomerinthe rotunda,Present
743,"Parascorpaena mcadamsi (Fowler, 1938) ",Parascorpaena,mcadamsi,Parascorpaena mcadamsi,Present
744,"Parascorpaena mossambica (Peters, 1855) ",Parascorpaena,mossambica,Parascorpaena mossambica,Present
745,"Parascorpaena moultoni (Whitley, 1961) ",Parascorpaena,moultoni,Parascorpaena moultoni,Present
746,Parascorpaena sp ,Parascorpaena,sp,Parascorpaena sp,Present
747,"Phenacoscorpius megalops Fowler, 1938 ",Phenacoscorpius,megalops,Phenacoscorpius megalops,Present
748,"Pontinus rhodochrous (Günther, 1872) ",Pontinus,rhodochrous,Pontinus rhodochrous,Present
749,"Pteroidichthys amboinensis Bleeker, 1856 ",Pteroidichthys,amboinensis,Pteroidichthys amboinensis,Present
750,"Pterois antennata (Bloch, 1787) ",Pterois,antennata,Pterois antennata,Present
